chr1	567443	567879
chr1	569682	570204
chr1	713793	714405
chr1	755070	755980
chr1	805008	805567
chr1	846490	847026
chr1	868301	868971
chr1	873257	874027
chr1	911062	912069
chr1	968211	969008
chr1	1008860	1010509
chr1	1014740	1015852
chr1	1051158	1052369
chr1	1080292	1081290
chr1	1136708	1137214
chr1	1186125	1186801
chr1	1193903	1194607
chr1	1209030	1209799
chr1	1219080	1219478
chr1	1228783	1229792
chr1	1253429	1254210
chr1	1279928	1280755
chr1	1310237	1311113
chr1	1368330	1369105
chr1	1446878	1447760
chr1	1590331	1591001
chr1	1617606	1618159
chr1	1624482	1624772
chr1	1689998	1690741
chr1	1695494	1696160
chr1	1850163	1851578
chr1	1933277	1933694
chr1	2039499	2039927
chr1	2120577	2121263
chr1	2165791	2166496
chr1	2209274	2209926
chr1	2242834	2243349
chr1	2275414	2275827
chr1	2343599	2344771
chr1	2398637	2399113
chr1	3335947	3336403
chr1	3376107	3377169
chr1	3420652	3421232
chr1	3566405	3567122
chr1	3579287	3580293
chr1	3625470	3625970
chr1	3633456	3633792
chr1	3736303	3736987
chr1	3773527	3774629
chr1	3816307	3818234
chr1	4710429	4711049
chr1	5430124	5430758
chr1	5569039	5569413
chr1	5711531	5712590
chr1	5952240	5952682
chr1	5987830	5988449
chr1	5999078	5999853
chr1	6052100	6052760
chr1	6077699	6078302
chr1	6085168	6085926
chr1	6118419	6118983
chr1	6135822	6136201
chr1	6259071	6260122
chr1	6269107	6269671
chr1	6280016	6280775
chr1	6319748	6320364
chr1	6360200	6361002
chr1	6424946	6425581
chr1	6445693	6446559
chr1	6453321	6454544
chr1	6461715	6462113
chr1	6464756	6465290
chr1	6531403	6532897
chr1	6548127	6552261
chr1	6639580	6640371
chr1	6694672	6695331
chr1	6761779	6762442
chr1	6822040	6822618
chr1	7177359	7178342
chr1	7461839	7462355
chr1	7609417	7610467
chr1	7727542	7727996
chr1	7764844	7765724
chr1	7830843	7832088
chr1	7973139	7973850
chr1	8013779	8014734
chr1	8115901	8116534
chr1	8176625	8177154
chr1	8234384	8235495
chr1	8242102	8243184
chr1	8254329	8255078
chr1	8264260	8265076
chr1	8271854	8272664
chr1	8298845	8299477
chr1	8530311	8531034
chr1	8542854	8543631
chr1	8667721	8668361
chr1	8841276	8841711
chr1	8857067	8857756
chr1	8937814	8940643
chr1	9096886	9097541
chr1	9146028	9146526
chr1	9294255	9295024
chr1	9301829	9302598
chr1	9326981	9327616
chr1	9360015	9360715
chr1	9410402	9410975
chr1	9445319	9446002
chr1	9464493	9464909
chr1	9478181	9478631
chr1	9488558	9489518
chr1	9494105	9494643
chr1	9589017	9589643
chr1	9686905	9687504
chr1	9704625	9705259
chr1	9731276	9731902
chr1	9929602	9930495
chr1	9937661	9938705
chr1	10002892	10003886
chr1	10010298	10010882
chr1	10066372	10066772
chr1	10103525	10104232
chr1	10133094	10133970
chr1	10302155	10302698
chr1	10390651	10391314
chr1	10447423	10448242
chr1	10458634	10460254
chr1	10490219	10491247
chr1	10704201	10705127
chr1	10815776	10816400
chr1	10856514	10857124
chr1	10863695	10865083
chr1	10878356	10879224
chr1	10890778	10891579
chr1	10950447	10951393
chr1	10959703	10962367
chr1	11002050	11003085
chr1	11140131	11140765
chr1	11159164	11160519
chr1	11333215	11334049
chr1	11391266	11391952
chr1	11401531	11402171
chr1	11591296	11591855
chr1	11702441	11702912
chr1	11740866	11741576
chr1	11809155	11809695
chr1	11850774	11851588
chr1	12027183	12028158
chr1	12061884	12062693
chr1	12223161	12223858
chr1	12911581	12912208
chr1	14146166	14146729
chr1	14186395	14186976
chr1	14447381	14447848
chr1	14627646	14628458
chr1	14655123	14655596
chr1	14730245	14730819
chr1	15052976	15053526
chr1	15059274	15060070
chr1	15086307	15086860
chr1	15092195	15092975
chr1	15114028	15114680
chr1	15159992	15160669
chr1	15207181	15208095
chr1	15273244	15274004
chr1	15281758	15282263
chr1	15390561	15391141
chr1	15532780	15533425
chr1	15573245	15573988
chr1	15598837	15599531
chr1	15851057	15852068
chr1	15852490	15853754
chr1	16067506	16068399
chr1	16114490	16115189
chr1	16212684	16213396
chr1	16238276	16239014
chr1	16249588	16250318
chr1	16359231	16359789
chr1	16382412	16382996
chr1	16403324	16404168
chr1	16499347	16500630
chr1	16509574	16512142
chr1	16562510	16563045
chr1	16579360	16579839
chr1	16626456	16627585
chr1	16840185	16841094
chr1	16939532	16941614
chr1	16970610	16971665
chr1	17215922	17216516
chr1	17230662	17232040
chr1	17251952	17252635
chr1	17287087	17287711
chr1	17311023	17311930
chr1	17320750	17321159
chr1	17337968	17339088
chr1	17674433	17675594
chr1	17738675	17739093
chr1	17766355	17769085
chr1	17786018	17787844
chr1	17846210	17847463
chr1	17880179	17881068
chr1	17907782	17908868
chr1	17956356	17957009
chr1	19318873	19319653
chr1	19388294	19389488
chr1	19401262	19402310
chr1	19407760	19408671
chr1	19615046	19615747
chr1	19742608	19743233
chr1	19794786	19795407
chr1	19812250	19812975
chr1	19843511	19843911
chr1	19966420	19967314
chr1	20229884	20230659
chr1	20478748	20479295
chr1	20682162	20682810
chr1	20834087	20834962
chr1	20848799	20849225
chr1	20938499	20939327
chr1	20959554	20960064
chr1	21022759	21023910
chr1	21025820	21026539
chr1	21409649	21410358
chr1	21521246	21522105
chr1	21650767	21651734
chr1	21660993	21661718
chr1	21682378	21682986
chr1	21708119	21708772
chr1	21940902	21941747
chr1	21953263	21954042
chr1	21974314	21974955
chr1	21985467	21986042
chr1	22091278	22092214
chr1	22231167	22231940
chr1	22335072	22335829
chr1	22369465	22370213
chr1	22378723	22379763
chr1	22586287	22586820
chr1	22622956	22623976
chr1	22738829	22739369
chr1	22743056	22743473
chr1	22764143	22764637
chr1	22777748	22778891
chr1	22968330	22968900
chr1	23199745	23200317
chr1	23504059	23504768
chr1	23515264	23515944
chr1	23609326	23609954
chr1	23710762	23711532
chr1	23778230	23779000
chr1	23854320	23855382
chr1	23919165	23920793
chr1	23963860	23964318
chr1	23999411	24000402
chr1	24126903	24127831
chr1	24137258	24137734
chr1	24164830	24165439
chr1	24194293	24195249
chr1	24223361	24223945
chr1	24443971	24444643
chr1	24469434	24470115
chr1	24475976	24477831
chr1	24501722	24502193
chr1	24609693	24610715
chr1	24735618	24736466
chr1	24829257	24830335
chr1	25045198	25045899
chr1	25222846	25223426
chr1	25333889	25334476
chr1	25558761	25560104
chr1	25566020	25566826
chr1	25572789	25574689
chr1	25664687	25665582
chr1	25676827	25677597
chr1	25756252	25757270
chr1	25769747	25770297
chr1	25830125	25830745
chr1	26034261	26035378
chr1	26050545	26051122
chr1	26146113	26146923
chr1	26185625	26186515
chr1	26216890	26217638
chr1	26221738	26222446
chr1	26324412	26325264
chr1	26452834	26453665
chr1	26504333	26505472
chr1	26611161	26611827
chr1	26662775	26663632
chr1	26679581	26681254
chr1	26704326	26705461
chr1	26743554	26744258
chr1	26758132	26759287
chr1	26789417	26789852
chr1	26880223	26880815
chr1	26946820	26948562
chr1	27018476	27020015
chr1	27115564	27116126
chr1	27138463	27139224
chr1	27181125	27182030
chr1	27187418	27193241
chr1	27233668	27234369
chr1	27286600	27287321
chr1	27297337	27297834
chr1	27338722	27340110
chr1	27357592	27358935
chr1	27388029	27389005
chr1	27423658	27424303
chr1	27481277	27482318
chr1	27487869	27488909
chr1	27518394	27520072
chr1	27648204	27649171
chr1	27762870	27763633
chr1	27815944	27817679
chr1	27883916	27885037
chr1	27894652	27895481
chr1	27910768	27911443
chr1	27951674	27952444
chr1	27973125	27973620
chr1	27998486	27999193
chr1	28012967	28013692
chr1	28240689	28241550
chr1	28269773	28270475
chr1	28278539	28279187
chr1	28295016	28295689
chr1	28364286	28364951
chr1	28414724	28415652
chr1	28484443	28484906
chr1	28520161	28520763
chr1	28523344	28524333
chr1	28867046	28867651
chr1	28878989	28879937
chr1	28907738	28909072
chr1	28918683	28919143
chr1	28974400	28976029
chr1	28994376	28995160
chr1	29327253	29327930
chr1	29448924	29449778
chr1	29507766	29509052
chr1	29556933	29557945
chr1	29565549	29566231
chr1	29646856	29647680
chr1	29724852	29725494
chr1	30031160	30031427
chr1	30056583	30057057
chr1	30179873	30180163
chr1	30293121	30293748
chr1	30579053	30579601
chr1	30663875	30664770
chr1	30897773	30898536
chr1	31091064	31091826
chr1	31130239	31130967
chr1	31190567	31191281
chr1	31584768	31585928
chr1	31626798	31628032
chr1	31635299	31636022
chr1	31643353	31644252
chr1	31852150	31852479
chr1	31862805	31863609
chr1	31904301	31905207
chr1	31956070	31956809
chr1	31989114	31989909
chr1	32001142	32001727
chr1	32059571	32059946
chr1	32103249	32104499
chr1	32109665	32111242
chr1	32141144	32141910
