geneID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000172137,CALB2,188.0477463,5.966404335,2.066813359,2.886764936,0.003892249,0.704727793
ENSG00000167080,B4GALNT2,1251.198124,4.827403004,1.672270275,2.886736119,0.003892605,0.704727793
ENSG00000162366,PDZK1IP1,581.7356436,5.503114164,1.907469863,2.885033347,0.003913722,0.704727793
ENSG00000204421,LY6G6C,166.2334283,5.662876446,1.988857818,2.847300795,0.004409168,0.704727793
ENSG00000178860,MSC,66.76156793,5.943683187,2.09102221,2.84247731,0.004476442,0.704727793
ENSG00000163898,LIPH,133.4732316,4.559547247,1.604550911,2.841634512,0.004488291,0.704727793
ENSG00000171124,FUT3,326.5199033,4.674396977,1.652600452,2.828510044,0.004676523,0.704727793
ENSG00000176971,FIBIN,35.96242928,8.20347608,2.90481414,2.824096719,0.004741407,0.704727793
ENSG00000261040,WFDC21P,321.3814672,5.96801247,2.121504522,2.813103817,0.004906581,0.704727793
ENSG00000179178,TMEM125,181.8324959,4.016043493,1.427839918,2.812670694,0.004913194,0.704727793
ENSG00000272666,U62317.2,179.7588788,4.891221796,1.743592849,2.805254564,0.005027685,0.704727793
ENSG00000122877,EGR2,64.35381526,5.94368354,2.123307244,2.799257412,0.005122029,0.704727793
ENSG00000104140,RHOV,615.6516901,4.261645092,1.525410659,2.793769052,0.005209767,0.704727793
ENSG00000188290,HES4,509.8486533,3.421741502,1.227747223,2.787008139,0.005319714,0.704727793
ENSG00000198435,NRARP,379.3189418,3.60936804,1.298269637,2.780137453,0.005433589,0.704727793
ENSG00000167741,GGT6,442.3939757,4.331484165,1.562662029,2.771862427,0.005573659,0.704727793
ENSG00000271503,CCL5,96.79629289,4.164351447,1.503364124,2.770021833,0.005605254,0.704727793
ENSG00000121207,LRAT,286.121053,5.386787985,1.948604764,2.764433345,0.005702176,0.704727793
ENSG00000261268,AC112236.1,83.14460197,10.08146016,3.666473444,2.749634033,0.005966186,0.704727793
ENSG00000119411,BSPRY,196.5818452,4.828530229,1.758071897,2.746491903,0.006023637,0.704727793
ENSG00000144452,ABCA12,6948.098257,3.593841493,1.313565726,2.735943411,0.006220172,0.704727793
ENSG00000064270,ATP2C2,468.5553207,4.328248198,1.583916617,2.73262377,0.006283206,0.704727793
ENSG00000186567,CEACAM19,244.8252068,3.713263596,1.36150522,2.727322336,0.006385063,0.704727793
ENSG00000127954,STEAP4,3244.560941,4.635785808,1.707427785,2.715069913,0.006626178,0.704727793
ENSG00000143891,GALM,38.78588998,-5.318974649,1.967112544,-2.703950348,0.006852053,0.704727793
ENSG00000139988,RDH12,457.7294069,4.110678165,1.520272055,2.703909574,0.006852894,0.704727793
ENSG00000188508,KRTDAP,15179.53375,5.38614442,2.000955399,2.691786346,0.007107046,0.704727793
ENSG00000163993,S100P,642.6089858,11.7687389,4.37379651,2.690737641,0.007129424,0.704727793
ENSG00000174145,NWD2,108.3115079,5.799292817,2.159814354,2.685088562,0.007251059,0.704727793
ENSG00000167476,JSRP1,214.8844926,-3.134667025,1.170759679,-2.677464112,0.00741818,0.704727793
ENSG00000204866,IGFL2,1684.156314,5.302395318,1.980769319,2.676937323,0.007429853,0.704727793
ENSG00000151715,TMEM45B,1818.441358,3.833465604,1.432960529,2.675206697,0.007468319,0.704727793
ENSG00000108242,CYP2C18,95.09047834,6.195218874,2.321846432,2.668229383,0.007625218,0.704727793
ENSG00000104332,SFRP1,647.0038289,-4.302444394,1.613207683,-2.66701209,0.007652892,0.704727793
ENSG00000109182,CWH43,2252.968612,4.046960012,1.517956007,2.666058828,0.007674626,0.704727793
ENSG00000186212,SOWAHB,316.175268,4.094516846,1.536402323,2.665003029,0.007698763,0.704727793
ENSG00000074181,NOTCH3,2324.948906,3.380237326,1.268847888,2.664020926,0.007721276,0.704727793
ENSG00000236404,VLDLR-AS1,74.22470175,4.148309117,1.557219314,2.663920927,0.007723572,0.704727793
ENSG00000169900,PYDC1,20.58568129,7.948232715,2.997652869,2.651485366,0.008013859,0.704727793
ENSG00000106823,ECM2,202.5878906,3.288342359,1.240235578,2.651385284,0.008016234,0.704727793
ENSG00000163141,BNIPL,2131.828684,3.903645451,1.47415387,2.64805834,0.008095555,0.704727793
ENSG00000164855,TMEM184A,1002.19258,3.513931035,1.327976753,2.646078726,0.008143086,0.704727793
ENSG00000095739,BAMBI,1111.888462,3.566238437,1.348432853,2.644728234,0.008175655,0.704727793
ENSG00000130487,KLHDC7B,124.8488879,4.614381825,1.748008716,2.639793373,0.008295659,0.704727793
ENSG00000129151,BBOX1,521.0308159,4.75015145,1.799680839,2.639441032,0.008304287,0.704727793
ENSG00000178776,C5orf46,208.9433638,5.873293134,2.227312564,2.63694159,0.008365724,0.704727793
ENSG00000145777,TSLP,91.19824449,3.692731437,1.401322722,2.635175595,0.008409377,0.704727793
ENSG00000163209,SPRR3,199.8011252,5.424196828,2.058510753,2.635010199,0.008413476,0.704727793
ENSG00000185215,TNFAIP2,385.3605191,3.783029442,1.439500672,2.628015058,0.008588471,0.704727793
ENSG00000108309,RUNDC3A,86.44436164,3.633838046,1.383082091,2.627348058,0.008605326,0.704727793
ENSG00000196542,SPTSSB,650.7396305,5.253657021,2.001308435,2.625111117,0.008662069,0.704727793
ENSG00000198092,TMPRSS11F,356.4785037,4.32981568,1.649956873,2.624199305,0.008685295,0.704727793
ENSG00000116701,NCF2,1974.33241,4.149521304,1.585527889,2.617122873,0.008867441,0.704727793
ENSG00000169035,KLK7,3922.195559,4.38814578,1.678774282,2.61389862,0.008951559,0.704727793
ENSG00000025708,TYMP,2709.973477,3.361300859,1.288472833,2.608747948,0.009087415,0.704727793
ENSG00000267458,AC092069.1,12.32682561,-7.619198795,2.920679052,-2.608707995,0.009088476,0.704727793
ENSG00000135604,STX11,215.3759201,4.847828441,1.862011024,2.603544436,0.009226531,0.704727793
ENSG00000185479,KRT6B,148908.5708,3.764395533,1.449804789,2.59648441,0.009418318,0.704727793
ENSG00000078018,MAP2,3828.668586,3.881764693,1.496434247,2.594009527,0.009486386,0.704727793
ENSG00000197147,LRRC8B,439.7985072,2.939018385,1.13773739,2.583213324,0.009788478,0.704727793
ENSG00000172478,C2orf54,228.4181629,5.379186816,2.083008666,2.582412116,0.009811235,0.704727793
ENSG00000073910,FRY,416.3809426,3.906579161,1.512829886,2.58229904,0.00981445,0.704727793
ENSG00000132746,ALDH3B2,1045.537853,3.873303107,1.500005279,2.582192983,0.009817467,0.704727793
ENSG00000236740,AL033384.1,193.2141963,5.811892468,2.253620692,2.578913341,0.009911165,0.704727793
ENSG00000134317,GRHL1,2900.530123,3.681530082,1.427802746,2.578458469,0.009924223,0.704727793
ENSG00000282034,AC106886.5,201.2922887,3.209270896,1.245675074,2.576330668,0.00998551,0.704727793
ENSG00000134760,DSG1,48403.50965,4.256586342,1.652530676,2.575798684,0.010000886,0.704727793
ENSG00000166535,A2ML1,12279.65842,3.653609587,1.420215632,2.572573844,0.010094542,0.704727793
ENSG00000167757,KLK11,1188.209399,3.267338722,1.270206475,2.572289455,0.010102839,0.704727793
ENSG00000169583,CLIC3,1263.537727,3.357872408,1.309379669,2.56447575,0.01033318,0.704727793
ENSG00000121898,CPXM2,24.36427254,8.12331639,3.169401907,2.563043952,0.010375891,0.704727793
ENSG00000141582,CBX4,1982.694304,2.955832289,1.153372485,2.56277337,0.01038398,0.704727793
ENSG00000153012,LGI2,135.0685454,10.65931876,4.164754514,2.559411058,0.010484968,0.704727793
ENSG00000182264,IZUMO1,44.39794039,4.458262253,1.742089644,2.559146291,0.010492957,0.704727793
ENSG00000204282,TNRC6C-AS1,69.67459272,3.731947722,1.459278825,2.557391814,0.010546036,0.704727793
ENSG00000101412,E2F1,65.48406419,-10.29636098,4.029310246,-2.555365647,0.01060763,0.704727793
ENSG00000176845,METRNL,603.3100439,3.841890147,1.5035701,2.555178603,0.010613332,0.704727793
ENSG00000103569,AQP9,83.07913596,4.680654584,1.835617059,2.549907979,0.010775136,0.704727793
ENSG00000163347,CLDN1,23026.15921,2.859202537,1.121750581,2.548875468,0.010807088,0.704727793
ENSG00000274173,AL035661.1,146.4663321,3.901872006,1.531314898,2.548053318,0.010832591,0.704727793
ENSG00000153930,ANKFN1,33.22583691,8.453462163,3.324466314,2.542802773,0.010996728,0.704727793
ENSG00000169432,SCN9A,115.6483562,4.341449934,1.712965301,2.53446461,0.01126193,0.704727793
ENSG00000172602,RND1,29.46431072,5.87328883,2.318467333,2.533263569,0.011300595,0.704727793
ENSG00000176046,NUPR1,7397.371256,2.335037203,0.922082514,2.532351679,0.011330029,0.704727793
ENSG00000003096,KLHL13,195.899024,-3.343435474,1.32107239,-2.530849558,0.011378664,0.704727793
ENSG00000175121,WFDC5,247.1720921,3.751802293,1.48321569,2.529505532,0.011422337,0.704727793
ENSG00000154175,ABI3BP,198.5691755,2.855975752,1.129601786,2.528303148,0.011461534,0.704727793
ENSG00000214860,EVPLL,103.1474794,3.537436584,1.399787106,2.527124709,0.011500066,0.704727793
ENSG00000168477,TNXB,111.1441822,3.453195727,1.367765727,2.524698243,0.011579767,0.704727793
ENSG00000196352,CD55,2322.375742,2.862281151,1.133790866,2.524523029,0.011585541,0.704727793
ENSG00000105131,EPHX3,306.9445771,4.28608286,1.69861331,2.523283454,0.011626464,0.704727793
ENSG00000270672,MTRNR2L6,20.99835078,7.801397522,3.09626308,2.519617139,0.011748254,0.704727793
ENSG00000284606,AC105233.5,81.36576926,4.090532458,1.623868758,2.519004346,0.01176872,0.704727793
ENSG00000152463,OLAH,31.1562448,8.163962848,3.242445165,2.517841454,0.011807646,0.704727793
ENSG00000128165,ADM2,713.2446057,2.517503237,0.999878405,2.51780939,0.011808721,0.704727793
ENSG00000248360,LINC00504,60.66853734,5.195223727,2.066533292,2.513980175,0.011937714,0.704727793
ENSG00000155918,RAET1L,1059.029988,3.304354421,1.314563398,2.513651625,0.01194884,0.704727793
ENSG00000111981,ULBP1,1205.832812,2.563023565,1.02060537,2.511277757,0.0120295,0.704727793
ENSG00000159527,PGLYRP3,97.54981302,3.988779695,1.589375385,2.509652366,0.012085007,0.704727793
ENSG00000247081,BAALC-AS1,127.9116243,4.770539324,1.901632765,2.508654358,0.012119201,0.704727793
ENSG00000141579,ZNF750,2457.656693,3.651715413,1.456589734,2.50703086,0.012175008,0.704727793
ENSG00000141497,ZMYND15,54.99096332,3.43401878,1.371333602,2.504145436,0.012274757,0.704727793
ENSG00000165591,FAAH2,35.19558951,5.836764438,2.331569816,2.503362498,0.012301947,0.704727793
ENSG00000214514,KRT42P,90.09048703,2.895331807,1.157680889,2.500975731,0.012385167,0.704727793
ENSG00000165105,RASEF,348.2172936,3.521002219,1.40884456,2.499212702,0.012446958,0.704727793
ENSG00000088386,SLC15A1,135.1349974,4.242535117,1.699943188,2.495692295,0.01257116,0.704727793
ENSG00000164379,FOXQ1,550.5221312,2.708374241,1.087237422,2.491060542,0.012736242,0.704727793
ENSG00000137747,TMPRSS13,1003.754646,3.453195649,1.388034965,2.487830448,0.012852499,0.704727793
ENSG00000184060,ADAP2,342.659305,3.727963924,1.49882533,2.487257087,0.012873233,0.704727793
ENSG00000163218,PGLYRP4,443.6271056,3.728252897,1.503112447,2.480355282,0.013125153,0.704727793
ENSG00000177694,NAALADL2,58.97081588,3.586999563,1.446414919,2.47992434,0.013141026,0.704727793
ENSG00000143217,NECTIN4,1370.173857,3.641761665,1.469721111,2.477858989,0.013217337,0.704727793
ENSG00000184502,GAST,92.73364509,4.595765708,1.85486776,2.477678359,0.01322403,0.704727793
ENSG00000113494,PRLR,76.76856853,4.339868766,1.751886717,2.477254223,0.013239756,0.704727793
ENSG00000139433,GLTP,9350.922216,3.049099916,1.231531015,2.475861248,0.013291522,0.704727793
ENSG00000265972,TXNIP,37513.97122,3.169666317,1.281765528,2.472890904,0.013402505,0.704727793
ENSG00000134874,DZIP1,240.4399917,-3.629049316,1.467837012,-2.472378941,0.013421716,0.704727793
ENSG00000111863,ADTRP,743.0949943,2.801921023,1.134831469,2.469019496,0.013548384,0.704727793
ENSG00000142619,PADI3,105.5558665,-5.028097495,2.037208339,-2.468131217,0.013582052,0.704727793
ENSG00000205847,OR7E91P,35.93782432,4.358727057,1.768144296,2.465142165,0.01369589,0.704727793
ENSG00000128604,IRF5,226.8720327,2.868488503,1.163710844,2.464949535,0.013703255,0.704727793
ENSG00000124249,KCNK15,23.36920162,5.638823761,2.292674812,2.459495665,0.013913238,0.704727793
ENSG00000153714,LURAP1L,2070.038048,3.062281772,1.245652418,2.458375809,0.013956704,0.704727793
ENSG00000205076,LGALS7,34.69074707,4.721296203,1.924005012,2.453889763,0.01413203,0.704727793
ENSG00000223715,LINC01208,8.936158885,7.579001567,3.09857297,2.445965172,0.014446496,0.704727793
ENSG00000078114,NEBL,1099.095336,3.866961092,1.5821734,2.444081724,0.014522137,0.704727793
ENSG00000183111,ARHGEF37,2411.691509,3.060435019,1.252777393,2.442920056,0.014568964,0.704727793
ENSG00000134827,TCN1,105.8428528,3.327870245,1.365650347,2.436839161,0.014816268,0.704727793
ENSG00000182261,NLRP10,572.7900997,4.412276472,1.811551405,2.435634152,0.014865711,0.704727793
ENSG00000103196,CRISPLD2,166.0796719,3.406427711,1.399103024,2.434722571,0.014903211,0.704727793
ENSG00000122224,LY9,12.32498918,7.578997084,3.115846289,2.432404034,0.014998966,0.704727793
ENSG00000236972,FABP5P1,8.47684776,7.163968493,2.947110654,2.430844761,0.015063667,0.704727793
ENSG00000019169,MARCO,22.57978676,4.908920274,2.019736225,2.430475927,0.015079008,0.704727793
ENSG00000143390,RFX5,922.5507397,-3.247262451,1.336595006,-2.429503654,0.015119513,0.704727793
ENSG00000163207,IVL,6617.99559,4.313118579,1.775939173,2.428640938,0.015155533,0.704727793
ENSG00000183578,TNFAIP8L3,337.7351627,5.225455832,2.152424224,2.427707221,0.015194604,0.704727793
ENSG00000158473,CD1D,44.21963798,-4.908041894,2.021769762,-2.427596844,0.015199228,0.704727793
ENSG00000164237,CMBL,36.90579457,-3.90804716,1.610838262,-2.426095315,0.015262261,0.704727793
ENSG00000234896,OR7E62P,11.01342753,6.694479877,2.759974237,2.425558828,0.015284838,0.704727793
ENSG00000108244,KRT23,6319.094694,6.668745266,2.749822812,2.425154536,0.015301872,0.704727793
ENSG00000117114,ADGRL2,2796.696257,3.471766834,1.432723151,2.423194482,0.015384688,0.704727793
ENSG00000167207,NOD2,518.3274756,3.405317715,1.405511804,2.422831104,0.015400085,0.704727793
ENSG00000184148,SPRR4,103.2989362,8.487966557,3.506599043,2.420569462,0.015496218,0.704727793
ENSG00000197822,OCLN,1140.616984,3.835221626,1.584532012,2.420412839,0.015502895,0.704727793
ENSG00000132698,RAB25,1977.892715,2.9175859,1.206515513,2.418191784,0.015597853,0.704727793
ENSG00000184459,BPIFC,292.4226701,3.863652391,1.599216087,2.415966437,0.015693508,0.704727793
ENSG00000279733,AP001642.1,124.0124344,2.587903746,1.071664825,2.414844347,0.015741935,0.704727793
ENSG00000167754,KLK5,10981.45463,3.262761341,1.35197452,2.413330498,0.015807478,0.704727793
ENSG00000169122,FAM110B,137.1067965,3.02530819,1.25392991,2.412661319,0.015836528,0.704727793
ENSG00000199753,SNORD104,9.191522565,-6.213213684,2.575547037,-2.412386027,0.015848492,0.704727793
ENSG00000252711,RN7SKP116,26.15331835,4.977634322,2.064315682,2.411275739,0.015896825,0.704727793
ENSG00000245848,CEBPA,977.3732216,3.493521318,1.449399684,2.410322948,0.015938405,0.704727793
ENSG00000102683,SGCG,22.95762599,8.315955551,3.450927875,2.409773792,0.015962414,0.704727793
ENSG00000117586,TNFSF4,26.23315237,-6.048509604,2.512209378,-2.4076455,0.016055763,0.704727793
ENSG00000129437,KLK14,15.22898765,6.900925436,2.867210189,2.406843232,0.016091076,0.704727793
ENSG00000076706,MCAM,395.4294186,-5.071009853,2.110232665,-2.403057226,0.016258643,0.704727793
ENSG00000133639,BTG1,2490.414978,2.631478997,1.096368031,2.400178518,0.016387078,0.704727793
ENSG00000141527,CARD14,175.1868522,3.358730992,1.399520228,2.399916003,0.016398834,0.704727793
ENSG00000160179,ABCG1,661.0233213,3.943691482,1.643268644,2.399906732,0.01639925,0.704727793
ENSG00000108515,ENO3,70.45525162,-2.736863638,1.140518785,-2.39966555,0.016410058,0.704727793
ENSG00000164638,SLC29A4,328.0467413,3.72856786,1.553947262,2.399417246,0.016421191,0.704727793
ENSG00000153294,ADGRF4,2678.551823,3.455348897,1.440261682,2.399111869,0.016434893,0.704727793
ENSG00000171401,KRT13,984.1070033,4.342629966,1.810183357,2.399000051,0.016439912,0.704727793
ENSG00000067445,TRO,25.71238141,-6.5778784,2.742206212,-2.398754102,0.016450958,0.704727793
ENSG00000157657,ZNF618,90.39637502,-3.245630665,1.353340269,-2.398236969,0.016474204,0.704727793
ENSG00000236996,MLIP-IT1,18.50633582,7.517597878,3.138284198,2.395448405,0.01660005,0.704727793
ENSG00000130513,GDF15,727.8320033,3.658724411,1.527812941,2.394746315,0.016631868,0.704727793
ENSG00000189001,SBSN,3136.76103,4.129274069,1.724460994,2.394530281,0.016641669,0.704727793
ENSG00000268104,SLC6A14,356.0201796,7.124237109,2.977765993,2.392477155,0.01673507,0.704727793
ENSG00000253775,AC100802.1,97.14125899,9.888800368,4.134226243,2.39193498,0.016759811,0.704727793
ENSG00000164687,FABP5,4387.459313,3.418915129,1.430009043,2.390834621,0.016810123,0.704727793
ENSG00000183287,CCBE1,116.7729991,-4.869272369,2.038314888,-2.388871512,0.016900212,0.704727793
ENSG00000136155,SCEL,3188.013188,3.772280016,1.579973939,2.387558378,0.016960709,0.704727793
ENSG00000224984,AL512363.1,31.04643447,3.195232611,1.340450823,2.383699987,0.017139569,0.704727793
ENSG00000104267,CA2,2314.542551,2.491685599,1.045467547,2.383321804,0.017157189,0.704727793
ENSG00000179477,ALOX12B,369.9808271,3.241036228,1.362989568,2.377887773,0.017412124,0.704727793
ENSG00000100302,RASD2,32.17495804,3.655711565,1.539421292,2.374731066,0.01756174,0.704727793
ENSG00000235978,AC018816.1,39.29501239,6.279276736,2.646468852,2.372700035,0.017658598,0.704727793
ENSG00000167306,MYO5B,1953.878104,3.497542945,1.474360829,2.372243536,0.017680433,0.704727793
ENSG00000274020,LINC01138,162.6343002,2.915651537,1.229457901,2.371493596,0.017716354,0.704727793
ENSG00000182585,EPGN,2587.896576,3.326017343,1.402642472,2.371250985,0.017727988,0.704727793
ENSG00000197506,SLC28A3,636.0146587,3.210247017,1.35483086,2.369481764,0.017813034,0.704727793
ENSG00000118276,B4GALT6,51.14985411,-3.466538756,1.465497596,-2.365434624,0.018008923,0.704727793
ENSG00000186088,GSAP,324.5947375,2.242540255,0.948830584,2.363478046,0.018104299,0.704727793
ENSG00000165092,ALDH1A1,9.569623304,6.453472099,2.732075186,2.362113654,0.01817107,0.704727793
ENSG00000115556,PLCD4,51.13257445,-5.835184091,2.470991846,-2.361474442,0.018202427,0.704727793
ENSG00000189060,H1F0,8144.140689,2.774493474,1.176860525,2.357538057,0.01839657,0.704727793
ENSG00000140450,ARRDC4,8478.14528,3.474170602,1.474030532,2.356919024,0.018427265,0.704727793
ENSG00000179148,ALOXE3,354.701113,2.730083415,1.158916434,2.355720684,0.018486812,0.704727793
ENSG00000100479,POLE2,98.86722431,-4.609258941,1.957058187,-2.3551977,0.018512853,0.704727793
ENSG00000087128,TMPRSS11E,111.0305353,3.776005453,1.605814138,2.351458593,0.018699971,0.704727793
ENSG00000111907,TPD52L1,1829.556622,1.964009683,0.835350751,2.35111979,0.018717007,0.704727793
ENSG00000120738,EGR1,907.349615,2.871817225,1.223072869,2.348034446,0.018872776,0.704727793
ENSG00000234719,NPIPB2,85.76183141,2.566974617,1.093872149,2.346686144,0.018941202,0.704727793
ENSG00000222019,URAHP,6.663703995,6.453475097,2.753073156,2.344098661,0.019073125,0.704727793
ENSG00000223547,ZNF844,321.431586,2.019527448,0.861658684,2.343767301,0.019090078,0.704727793
ENSG00000100170,SLC5A1,179.4734533,3.673771421,1.568269675,2.342563578,0.019151771,0.704727793
ENSG00000258279,LINC00592,144.6794855,5.505560277,2.352395931,2.340405458,0.019262815,0.704727793
ENSG00000166257,SCN3B,179.52688,5.098855283,2.178669974,2.340352299,0.019265557,0.704727793
ENSG00000130830,MPP1,85.96324466,-3.162054856,1.35219401,-2.338462404,0.019363274,0.704727793
ENSG00000176809,LRRC37A3,72.01634613,2.396403436,1.024800492,2.338409725,0.019366004,0.704727793
ENSG00000115009,CCL20,92.05757571,3.551375014,1.521276116,2.334471025,0.019571072,0.704727793
ENSG00000175868,CALCB,7.76255993,6.994032927,2.997173556,2.333542852,0.019619672,0.704727793
ENSG00000152766,ANKRD22,360.5012082,2.713058521,1.16351876,2.331770329,0.019712777,0.704727793
ENSG00000139055,ERP27,23.5413314,5.908914986,2.534666073,2.33124002,0.019740707,0.704727793
ENSG00000150051,MKX,33.37335999,5.45825007,2.341531887,2.331059466,0.019750224,0.704727793
ENSG00000140015,KCNH5,36.07441102,4.053873378,1.739515734,2.330460886,0.019781805,0.704727793
ENSG00000166592,RRAD,234.9175814,3.149635808,1.352517931,2.328720186,0.019873894,0.704727793
ENSG00000148346,LCN2,1739.625393,6.083853682,2.612560599,2.328693805,0.019875293,0.704727793
ENSG00000145687,SSBP2,717.4008445,2.427642676,1.042678884,2.328274517,0.019897532,0.704727793
ENSG00000177614,PGBD5,261.2791268,4.746385469,2.039395716,2.327348946,0.019946701,0.704727793
ENSG00000128694,OSGEPL1,107.6229151,-2.509501414,1.080352809,-2.322853601,0.020187018,0.704727793
ENSG00000123892,RAB38,2827.361966,2.165433837,0.932257964,2.322783951,0.020190762,0.704727793
ENSG00000168405,CMAHP,65.87828018,-5.229965226,2.252477109,-2.321872753,0.020239788,0.704727793
ENSG00000186281,GPAT2,9.157208387,-7.248824828,3.124235858,-2.320191291,0.020330532,0.704727793
ENSG00000150967,ABCB9,84.92830981,-2.819874354,1.216127694,-2.318732126,0.020409565,0.704727793
ENSG00000206073,SERPINB4,810.0753304,3.897911435,1.681460018,2.318170752,0.020440043,0.704727793
ENSG00000143546,S100A8,11872.72296,3.302978793,1.425706613,2.316731061,0.020518386,0.704727793
ENSG00000110811,P3H3,73.0834822,-3.758470843,1.622372507,-2.31665097,0.020522752,0.704727793
ENSG00000106211,HSPB1,21596.97854,2.97098174,1.28396021,2.313920414,0.020672088,0.704727793
ENSG00000112118,MCM3,861.6419073,-3.944883287,1.705207754,-2.313432647,0.020698864,0.704727793
ENSG00000251141,MRPS30-DT,26.22551882,4.062335316,1.756428188,2.31283883,0.020731502,0.704727793
ENSG00000169469,SPRR1B,12765.415,3.193869294,1.381262605,2.31228246,0.020762123,0.704727793
ENSG00000143382,ADAMTSL4,469.7893308,2.604019191,1.128353599,2.307804213,0.021010028,0.704727793
ENSG00000130751,NPAS1,15.55521429,4.943683307,2.142294766,2.307657837,0.021018175,0.704727793
ENSG00000157193,LRP8,298.5420578,-4.485871755,1.944936458,-2.306436149,0.021086274,0.704727793
ENSG00000224259,LINC01133,1193.611154,2.187942076,0.948779416,2.306059806,0.021107291,0.704727793
ENSG00000100271,TTLL1,162.0151726,2.358733041,1.024576244,2.302154725,0.021326448,0.704727793
ENSG00000075643,MOCOS,812.7544786,2.159610691,0.939201891,2.299410502,0.02148164,0.704727793
ENSG00000234964,FABP5P7,64.84821402,3.666851979,1.59525839,2.298594386,0.021527983,0.704727793
ENSG00000257335,MGAM,246.9403109,3.955763767,1.721863904,2.297373072,0.021597497,0.704727793
ENSG00000143556,S100A7,1403.784825,8.118261535,3.535430791,2.296258084,0.021661129,0.704727793
ENSG00000283227,SPRR5,98.54134448,4.584793534,1.996879451,2.295979125,0.021677075,0.704727793
ENSG00000248362,AC011352.1,10.84814623,6.900931116,3.006944507,2.294997829,0.021733249,0.704727793
ENSG00000147883,CDKN2B,6403.087334,3.123231985,1.361237125,2.294406998,0.021767132,0.704727793
ENSG00000038427,VCAN,74.55806334,-4.47344371,1.951232068,-2.292625149,0.021869595,0.704727793
ENSG00000146858,ZC3HAV1L,58.79269108,-2.685657939,1.17148139,-2.292531458,0.021874994,0.704727793
ENSG00000161921,CXCL16,509.8028422,2.202742068,0.962543285,2.288460272,0.022110731,0.704727793
ENSG00000197921,HES5,87.81145035,3.418109026,1.493724654,2.288312653,0.02211932,0.704727793
ENSG00000136010,ALDH1L2,1725.571451,2.342067839,1.023569686,2.288137164,0.022129535,0.704727793
ENSG00000202314,SNORD6,8.946113623,-5.978748146,2.616243631,-2.285241357,0.022298679,0.704727793
ENSG00000242265,PEG10,791.9947581,-3.2087019,1.404937482,-2.283875219,0.022378865,0.704727793
ENSG00000125430,HS3ST3B1,111.8689097,-3.285719416,1.439113283,-2.283155506,0.02242121,0.704727793
ENSG00000185760,KCNQ5,54.02791472,-4.141104369,1.813930844,-2.28294501,0.022433608,0.704727793
ENSG00000088538,DOCK3,58.69430553,3.595769057,1.575250026,2.282665607,0.022450073,0.704727793
ENSG00000118194,TNNT2,106.3508317,3.334277601,1.460925009,2.282305787,0.022471293,0.704727793
ENSG00000049249,TNFRSF9,5.838851718,6.578999934,2.883122336,2.281901067,0.022495182,0.704727793
ENSG00000169174,PCSK9,2383.246496,-4.314165437,1.89103045,-2.281383378,0.022525771,0.704727793
ENSG00000136826,KLF4,2890.208451,2.733350033,1.19829884,2.281025352,0.022546947,0.704727793
ENSG00000183691,NOG,67.03753468,-2.922549377,1.281388118,-2.280768282,0.022562162,0.704727793
ENSG00000113532,ST8SIA4,14.48650027,-5.121032158,2.246530321,-2.279529508,0.022635608,0.704727793
ENSG00000162694,EXTL2,184.8095823,-2.498021371,1.09614589,-2.278913229,0.022672224,0.704727793
